rank,merchant_abn,name,tags,revenue_level,take_rate,pred_total_num_consumer,pred_total_num_transaction,pred_total_revenue,scaled_pred_total_num_consumer,scaled_pred_total_num_transaction,scaled_pred_total_revenue,score,segment
15.0,48534649627,Dignissim Maecenas Foundation,opticians,a,6.64,19815.016496094024,43727.399132078695,35482142.49901848,88.19937353621215,21.947129906725454,82.61475198238219,66.08985182583416,health service
16.0,46804135891,Suspendisse Dui Corporation,opticians,c,2.93,20658.12372251205,156457.12544529,14943231.3497441,91.95216017701972,78.52707741909978,34.79303291250287,65.060984443837,health service
76.0,11566786699,Euismod Et Institute,opticians,c,2.62,17236.98157725984,29767.08773282993,2279885.191906463,76.72418426041841,14.940338423605109,5.30836461419624,29.62270265088555,health service
81.0,41251795489,Ultricies Sem Limited,opticians,c,2.91,16477.506054983387,27195.16253921575,2258437.179383478,73.34365387862059,13.649468683922354,5.258426191364236,28.201307245308577,health service
92.0,18158387243,Nec Tellus Ltd,health,c,2.03,8614.577745043065,10809.43646302501,13452386.135189388,38.344674633077744,5.425342256371861,31.321827427998493,25.65973603803428,health service
99.0,95574756848,At Pede Inc.,opticians,a,6.15,6440.832790554145,7590.715190210607,15581786.634214884,28.66903579365424,3.809840412902392,36.279811408335036,24.255587425301,health service
101.0,22059270846,Montes Nascetur Ridiculus Limited,opticians,a,6.59,13327.032188076284,19118.85462384676,3533240.7923751418,59.32045982989554,9.595905414587975,8.226611788287093,23.965554288659888,health service
102.0,88699453206,Sed Nec Inc.,health,b,3.53,6784.287851594905,8104.475549113145,14555210.532317651,30.19780167823515,4.0677008290616525,33.88958567572527,23.83548502247915,health service
113.0,11237511112,Magna Institute,opticians,c,2.11,10727.462618504778,14281.054136745126,6214697.287161054,47.74941685119281,7.167774817738733,14.469973875974272,22.263147051069172,health service
118.0,81410315303,Sed Dictum PC,opticians,a,6.35,11610.838916614131,15971.040164595428,4277343.751608847,51.681446688530656,8.015992265608205,9.959141931531674,21.892888458854326,health service
