rank,merchant_abn,name,tags,revenue_level,take_rate,pred_total_num_consumer,pred_total_num_transaction,pred_total_revenue,scaled_pred_total_num_consumer,scaled_pred_total_num_transaction,scaled_pred_total_revenue,score,segment
3.0,89726005175,Est Nunc Consulting,tent,a,6.01,20487.094245390806,148292.57059132273,37103498.405811004,91.19088436676273,74.42922230840897,86.38983168954869,84.24196467837098,recreational good retailing
4.0,49891706470,Non Vestibulum Industries,tent,a,5.8,19617.38553074904,169851.70277251114,29164613.668382037,87.31969083000698,85.24992246548035,67.90535055604452,78.93302421106401,recreational good retailing
11.0,72472909171,Nullam Consulting,digital goods,a,6.33,22452.125398623437,69864.89198059142,30769817.877553828,99.93750926755061,35.06574574869965,71.64282350107516,69.15810590530515,recreational good retailing
12.0,64203420245,Pede Nonummy Corp.,tent,c,2.86,19445.34513927548,179730.272882761,15973629.00216838,86.553915300429,90.20805548518008,37.192156542103746,67.90545385252423,recreational good retailing
20.0,98973094975,Ornare Fusce Inc.,hobby,a,5.98,18805.6185543603,37234.74598374318,28016618.359204546,83.70640396804622,18.688415578543648,65.23241873555875,56.811413358200454,recreational good retailing
22.0,49505931725,Suspendisse Ac Associates,digital goods,b,4.7,20700.05568321864,46964.30273073115,23170016.53149253,92.13880512208931,23.57175760435261,53.947846278727425,56.29230732942355,recreational good retailing
26.0,35223308778,Euismod In Corp.,books,b,4.19,17267.513530800254,30539.425022626365,22102230.20461457,76.86008620002224,15.327980660907434,51.4616688285455,48.2410875896971,recreational good retailing
37.0,57900494384,Porttitor Tellus Corporation,tent,a,6.39,20777.940055592982,45433.031962140085,5896676.746839576,92.48547921408576,22.803200609249156,13.729511597951213,40.078408586180956,recreational good retailing
38.0,91923722701,Euismod Urna Institute,tent,b,5.05,21554.26911574824,50434.79911647377,3935804.291061607,95.94102701931456,25.313627382352674,9.163919438242624,40.04196409579722,recreational good retailing
41.0,96152467973,Rhoncus Donec Associates,tent,b,4.45,20950.43658869158,46434.9654543508,4368106.6413481645,93.25328509299905,23.306079009243366,10.170469464113042,39.035997016317936,recreational good retailing
